time,L_IMU,R_IMU,L_Torque_d,L_Torque,L_AngPos,R_Torque_d,R_Torque,R_AngPos
0.004792213439941406,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.020461082458496094,-0.25,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.03806424140930176,-0.25,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.2933623790740967,-0.25,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.3324410915374756,-0.25,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.3583512306213379,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.37571024894714355,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.45386219024658203,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.533602237701416,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.5529682636260986,-0.25,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.7738652229309082,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.8110530376434326,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.8355882167816162,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.897031307220459,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.9760332107543945,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.9965651035308838,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.0169501304626465,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
1.1367292404174805,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.1766972541809082,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.2377941608428955,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.10968399047851562,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.14171695709228516,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.16986894607543945,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.25108885765075684,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.3110959529876709,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.3708789348602295,-0.26,-0.3,0.0,0.0,0.0,0.0,0.0,0.0
0.5119569301605225,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.5430788993835449,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.5697100162506104,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.7109858989715576,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.7332179546356201,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.87105393409729,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
0.8908259868621826,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.011333703994751,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.0322229862213135,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.191497802734375,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.2231779098510742,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
1.2461481094360352,-0.26,-0.29,0.0,0.0,0.0,0.0,0.0,0.0
