time,L_IMU,R_IMU,L_Torque_d,L_Torque,L_AngPos,R_Torque_d,R_Torque,R_AngPos
0.017308950424194336,0.0,0.0,-0.01,-0.03,0.0,-0.01,0.0,0.0
0.07688403129577637,0.0,0.0,-0.01,-0.01,0.0,-0.01,0.0,0.0
0.11719298362731934,0.0,0.0,-0.02,-0.02,0.0,-0.02,0.0,0.0
0.17687296867370605,0.0,0.0,-0.02,-0.02,0.0,-0.02,0.0,0.0
0.21702098846435547,0.0,0.0,-0.02,-0.02,0.0,-0.02,0.0,0.0
0.27695798873901367,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
0.31682300567626953,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.3768911361694336,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.4166111946105957,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.47692227363586426,0.0,0.0,-0.07,-0.07,0.0,-0.07,0.0,0.0
0.5156040191650391,0.0,0.0,-0.06,-0.06,0.0,-0.06,0.0,0.0
0.576894998550415,0.0,0.0,-0.03,-0.03,0.0,-0.03,0.0,0.0
0.6155970096588135,0.0,0.0,-0.03,-0.03,0.0,-0.03,0.0,0.0
0.676908016204834,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.7167901992797852,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.7768521308898926,0.0,0.0,-0.04,-0.04,0.0,-0.04,0.0,0.0
0.8156030178070068,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
0.8768491744995117,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
0.9166440963745117,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
0.976917028427124,0.0,0.0,-0.01,-0.01,0.0,-0.01,0.0,0.0
1.0171561241149902,0.0,0.0,-0.03,-0.03,0.0,-0.03,0.0,0.0
1.076909065246582,0.0,0.0,-0.06,-0.06,0.0,-0.06,0.0,0.0
1.1364660263061523,0.0,0.0,-0.07,-0.07,0.0,-0.07,0.0,0.0
1.1765730381011963,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
1.2166831493377686,0.0,0.0,-0.04,-0.03,0.0,-0.04,0.0,0.0
1.2768819332122803,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0
1.3163201808929443,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0
1.3769230842590332,0.0,0.0,0.47,0.43,0.0,0.47,0.0,0.0
1.4163131713867188,0.0,0.0,0.53,0.53,0.0,0.53,0.0,0.0
1.476924180984497,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.0
1.5155861377716064,0.0,0.0,0.64,0.64,0.0,0.64,0.0,0.0
1.5769200325012207,0.0,0.0,0.65,0.65,0.0,0.65,0.0,0.0
1.6170721054077148,0.0,0.0,0.75,0.75,0.0,0.75,0.0,0.0
1.6970360279083252,0.0,0.0,0.77,0.77,0.0,0.77,0.0,0.0
1.7163279056549072,0.0,0.0,0.82,0.82,0.0,0.82,0.0,0.0
1.776902198791504,0.0,0.0,0.9,0.9,0.0,0.9,0.0,0.0
1.8167691230773926,0.0,0.0,1.01,1.01,0.0,1.01,0.0,0.0
1.8769030570983887,0.0,0.0,1.19,1.19,0.0,1.19,0.0,0.0
1.9155809879302979,0.0,0.0,1.22,1.22,0.0,1.22,0.0,0.0
1.976966142654419,0.0,0.0,1.21,1.21,0.0,1.21,0.0,0.0
2.0166332721710205,0.0,0.0,1.21,1.21,0.0,1.21,0.0,0.0
2.0768511295318604,0.0,0.0,1.22,1.22,0.0,1.22,0.0,0.0
2.1155803203582764,0.0,0.0,1.22,1.22,0.0,1.22,0.0,0.0
2.1769092082977295,0.0,0.0,1.2,1.2,0.0,1.2,0.0,0.0
2.216773271560669,0.0,0.0,1.15,1.15,0.0,1.15,0.0,0.0
2.277148962020874,0.0,0.0,1.1,1.11,0.0,1.1,0.0,0.0
2.3165812492370605,0.0,0.0,1.08,1.08,0.0,1.08,0.0,0.0
2.376901149749756,0.0,0.0,1.06,1.08,0.0,1.06,0.0,0.0
2.4155771732330322,0.0,0.0,0.94,0.94,0.0,0.94,0.0,0.0
2.476915121078491,0.0,0.0,0.94,0.94,0.0,0.94,0.0,0.0
2.516767978668213,0.0,0.0,0.73,0.8,0.0,0.73,0.0,0.0
2.5769171714782715,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0
2.615575075149536,0.0,0.0,0.42,0.42,0.0,0.42,0.0,0.0
2.6769049167633057,0.0,0.0,0.45,0.45,0.0,0.45,0.0,0.0
2.716269016265869,0.0,0.0,-0.2,-0.2,0.0,-0.2,0.0,0.0
2.7768609523773193,0.0,0.0,-0.01,-0.01,0.0,-0.01,0.0,0.0
2.8156752586364746,0.0,0.0,-0.05,-0.05,0.0,-0.05,0.0,0.0
2.8769359588623047,0.0,0.0,0.22,0.1,0.0,0.22,0.0,0.0
2.916612148284912,0.0,0.0,0.43,0.43,0.0,0.43,0.0,0.0
2.9769070148468018,0.0,0.0,0.86,0.86,0.0,0.86,0.0,0.0
3.017086982727051,0.0,0.0,1.26,1.26,0.0,1.26,0.0,0.0
3.0769221782684326,0.0,0.0,1.54,1.54,0.0,1.54,0.0,0.0
3.116779088973999,0.0,0.0,1.88,1.88,0.0,1.88,0.0,0.0
3.1768510341644287,0.0,0.0,2.38,2.38,0.0,2.38,0.0,0.0
3.216660976409912,0.0,0.0,2.57,2.57,0.0,2.57,0.0,0.0
3.276839017868042,0.0,0.0,2.85,2.8,0.0,2.85,0.0,0.0
3.3171372413635254,0.0,0.0,2.89,2.9,0.0,2.89,0.0,0.0
3.376833200454712,0.0,0.0,2.43,2.43,0.0,2.43,0.0,0.0
3.4169862270355225,0.0,0.0,1.64,2.13,0.0,1.64,0.0,0.0
3.476835250854492,0.0,0.0,0.99,0.99,0.0,0.99,0.0,0.0
3.51649808883667,0.0,0.0,0.67,0.67,0.0,0.67,0.0,0.0
3.5768399238586426,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0
